business_id,name,latitude,longitude,google_place_id,google_name,google_rating,google_user_ratings_total,google_price_level,google_business_status,google_types,google_hours_per_week,google_photo_count,google_unique_photo_contributors,google_has_photos
U4K7zPfbp9igbmmJfOyW_Q,Carl's Jr,32.2211167285,-110.9445511431,ChIJs2I9sdhw1oYRofy69iBWXT0,Carl’s Jr.,4.1,3100.0,1.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant",0.0,10,7,True
_b4_ErF9lEE6vePd3lAJgQ,The Onyx Room,32.2395407,-110.9737622,ChIJX03LclhT2YARlOFa6VHiNbI,Onyx Room,4.1,768.0,2.0,OPERATIONAL,"bar, establishment, night_club, point_of_interest",10.0,10,8,True
tZxUvQk9v2zR7Qdaijwddw,Gigi's Mexican Peruvian Fusion,32.2625656,-111.1175767,ChIJTX1jbgDrOYgRkuEaIAbzvVY,Gigi’s Tacos and Margaritas Mansfield–Onta,4.4,236.0,2.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant",76.0,10,7,True
VFtJll73nuPaWdzYNtT61A,Boulevard BBQ and Fixins,32.236419,-110.869887,ChIJ38xV6FFv1oYRVAMW6XTNA8s,Boulevard BBQ & Fixins,4.8,123.0,,CLOSED_PERMANENTLY,"establishment, food, point_of_interest, restaurant",,10,10,True
PPyZorgUzlfnrSi90VEG2Q,Nico's Taco Shop,32.1924231024,-110.8249784839,ChIJY8GSBIRx1oYR6SB1Szz0NvE,Nico's,4.1,1807.0,1.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant",0.0,10,8,True
E8DYhqJCjfWm6RsEbQesqg,Circle K,32.2348381,-110.7734766,ChIJK6Ifr-h71oYRTmlW8PDRTK4,Circle K,3.5,62.0,,OPERATIONAL,"convenience_store, establishment, food, point_of_interest, store",0.0,10,3,True
TmmbBvrTHI_NEQUIAjxyFQ,Copper Rock Craft Eatery,32.21456,-110.908386,ChIJX-b12iNw1oYRcdiYNSoPKGs,Copper Rock Craft Eatery,3.8,53.0,,CLOSED_PERMANENTLY,"bar, establishment, food, point_of_interest, restaurant",,10,2,True
0bLvKEwQaFYovyfpZ0HdJA,Five Guys,32.257996,-110.943475,ChIJr8Kwd5tx1oYRn0RdUELZ9Is,Five Guys,4.3,932.0,2.0,OPERATIONAL,"establishment, food, meal_takeaway, point_of_interest, restaurant",86.0,10,5,True
9zOvOmU2O6WDmhbwrc-QmQ,Mr. Baja Fish,32.2501254,-111.0076783,ChIJ7bYJC8dz1oYRDQ5URD0lQMQ,Delicias Express,4.6,725.0,1.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant",76.0,10,10,True
gmYNsG1R5u3e3FueeowAEg,Filiberto's Mexican Food,32.2509325,-110.9074194,ChIJ31-nfZ9v1oYRbcbc5ANisbs,Filiberto's Mexican Food,3.4,456.0,1.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant",0.0,10,7,True
sygVxYFPJGqOV3QLZKKkxg,Subway,32.134368,-111.002198118,ChIJs7CSo0Rx1oYREBMmsfezOFs,Plaza Square,4.6,15.0,,OPERATIONAL,"establishment, point_of_interest, shopping_mall",,3,1,True
pqHCY2NE8_aVl0EsDRbUtg,Famous Dave's Bar-B-Que,32.2365006015,-110.9278679,ChIJ35mGJPdx1oYRa921GrwZKlM,Famous Dave's Bar-B-Que,4.1,1970.0,2.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant",72.0,10,4,True
zchGzLqXeR2pbZg58T1-tw,Baggin's Gourmet Sandwiches,32.264117,-110.944424,ChIJ3eHklbZx1oYRwuz3cFgQJXM,Baggin's Gourmet Sandwiches,4.1,330.0,2.0,OPERATIONAL,"establishment, food, meal_delivery, point_of_interest, restaurant",57.0,10,5,True
WftO0PbmpAAcRYvwjo0_Ug,Raising Cane's Chicken Fingers,32.2834439171,-110.9785719216,ChIJBzSHcJt71oYRyfH7bmjEUZE,Raising Cane's Chicken Fingers,4.4,1038.0,1.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant",121.0,10,7,True
T9ipW3BH2_wTUNEGOBpYVQ,Taco Bell,32.353586,-111.094266,ChIJu4BX1ahx1oYRrVBtBzWw0oo,Taco Bell,3.9,1814.0,1.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant",140.0,10,5,True
Jcm-2RZWIcF0E4V6kekBsQ,El Chinito Gordo,32.2600756,-110.9777207,ChIJpVjPln9x1oYR4-sHb0v5fc8,El Chinito Gordo,4.5,956.0,2.0,CLOSED_PERMANENTLY,"establishment, food, point_of_interest, restaurant",,10,9,True
cm3AkByn_Vc2vgbcvOTUTg,Ric's Cafe,32.2746932,-110.8737173,ChIJ-xvWLXJu1oYRAI5qabRZjsY,Ric's Cafe,,,2.0,CLOSED_PERMANENTLY,"cafe, establishment, food, point_of_interest, restaurant",,0,0,False
ZHcfV3d7ZW8bmwgKCsz-RA,Pizza Luna,32.2371687,-110.8589241,ChIJtaa9Lhhu1oYRqI7BxxfwEec,Luna Bella,4.3,4.0,,CLOSED_PERMANENTLY,"establishment, food, point_of_interest, restaurant",,0,0,False
4ykhWI_bbzMg2ZXKxxSeGg,Culver's,32.2944221497,-110.9605255127,ChIJt-XjE2pv1oYRljumHU9M04M,Culver’s,4.5,3492.0,1.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant, store",84.0,10,7,True
ZgDoSIa-Hn1z7xrOLVHQkw,Arizona Student Unions,32.232592,-110.9519915,ChIJNYyeFAZx1oYRD8Lkg0NVNJs,Student Union Memorial Center,4.5,349.0,,OPERATIONAL,"establishment, point_of_interest",77.5,10,9,True
Sw4uqDpflo2cHM693sd4WA,Jamba,32.2593799798,-110.9432888065,ChIJ_d8NRptx1oYR3CthbKV8JGQ,Jamba,4.1,165.0,1.0,OPERATIONAL,"establishment, food, point_of_interest",77.0,10,3,True
yvBDnfgVQy_hCDGj3Hy00w,BrushFire BBQ,32.2046385,-110.8415629,ChIJK3vZhZtx1oYRHP0q2WSxfyo,BrushFire BBQ Co.,4.1,1116.0,2.0,CLOSED_PERMANENTLY,"establishment, food, point_of_interest, restaurant",,10,8,True
nP36fO128PncgslU-KN8PQ,Los Betos Mexican Food,32.2358302,-110.929074,ChIJ_XT8Io5l1oYRvH3a8yzRZSo,Los Beto's Mexican Food,3.7,955.0,1.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant",0.0,10,10,True
EcizLNGcBBg8xZo0uVaZdg,"Kenneth A Murachanian, MD",32.3171673003,-111.0094354,ChIJb_yvCGNz1oYR9xT0iOhjx3Y,"Kenneth Murachanian, M.D.",4.9,242.0,,OPERATIONAL,"doctor, establishment, health, point_of_interest",49.0,3,2,True
Cuzgh_nXSKWanBLKVGM4Lw,Vila Thai Cuisine,32.2317149,-110.957167,ChIJoZJlR1Jh1oYRAy410CpeOOM,Sa-Ing Thai Cuisine,4.6,564.0,1.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant",47.0,10,7,True
oF1UsRAffQ5c7cw-1AUvew,Ike's Coffee and Tea,32.235694,-110.9202552,ChIJOUV0KR5x1oYRUmLaXJdNx8s,Ikes Coffee and Tea,3.9,144.0,1.0,OPERATIONAL,"cafe, establishment, food, point_of_interest, restaurant",47.5,10,5,True
dLdvwa6Dc0ZofiWk-0KUPg,Costa Vida Fresh Mexican Grill,32.227832,-110.943959,ChIJ06mxOqBv1oYRV7aj_inL1_s,Costa Vida Fresh Mexican Grill,,,2.0,OPERATIONAL,"establishment, food, meal_takeaway, point_of_interest, restaurant",72.5,10,5,True
ljBjU43MhcFgoJsH9Xcj7w,Savaya Coffee Market - La Encantada,32.3249918195,-110.9289550781,ChIJacKbHfNy1oYR8YfidVSAzrc,Savaya Coffee Market-La Encantada Mall,4.5,115.0,,CLOSED_PERMANENTLY,"cafe, establishment, food, point_of_interest, store",,10,10,True
Q0fM4AFRmc35ky8rY28xmA,Molecular Munchies,32.0149212,-110.6645683,ChIJEWMOJnd71oYRmAP0XopT5wk,La Muncheria Raspados & Munchies World,4.1,64.0,,OPERATIONAL,"establishment, food, point_of_interest, restaurant",65.0,10,8,True
ngIBJmt4ebOcklne2kkfzg,Sauce Pizza & Wine,32.3362127,-110.9780795,ChIJDUSZr8Bv1oYRaiKiiyRuUKw,Sauce Pizza & Wine,4.4,1174.0,2.0,OPERATIONAL,"bar, establishment, food, point_of_interest, restaurant, store",72.0,10,6,True
008FLyatMEsZzmmKALIgDg,Seis Kitchen,32.288675,-110.946058,ChIJTUDLEdhw1oYRSVGBEk-hZyU,Seis Kitchen,4.5,2913.0,2.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant",91.0,10,10,True
SNyokPrViMBVOqRNWnAwSA,Jason's Mexican Food,32.251237,-110.82337,ChIJc1drHdlu1oYRtDEm3CBlRBo,Jason's Mexican Restaurant,4.2,616.0,1.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant",84.0,10,9,True
xO87Jp6QOLFIPmoVKSJb5A,Taqueria El Rapido,32.1993,-110.973369,ChIJUxinWpZx1oYRILDvzECLtl8,Taquería El Rápido,4.8,413.0,1.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant",69.0,10,9,True
t-abv5g6bjbYwLerN_4VKw,Samurai,32.2782616,-110.977255,ChIJX_RhWOhz1oYRnU07w-1kRVU,Samurai,4.5,387.0,1.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant",42.5,10,8,True
sOpbk-KjEVVj4p0BpqaQEw,Peter Piper Pizza,32.2225667,-110.8660023,ChIJlX-CIaNv1oYRA4IV9KfWJy4,Peter Piper Pizza,4.2,3141.0,2.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant",80.0,10,8,True
xBX7R-j9wjlrAQamSNIvew,Waffle House,32.1345013,-110.9319594,ChIJlRtOm01x1oYRcPo_QnGfJd8,Waffle House,4.4,2635.0,1.0,OPERATIONAL,"establishment, food, meal_takeaway, point_of_interest, restaurant",0.0,10,9,True
68CrobDtaDP-_-aeowSG6A,Monsoon Chocolate,32.2064912119,-110.9659598395,ChIJVVWZNuxw1oYRtWjUYDmTxDI,Monsoon Chocolate Factory + Gift Shop,4.6,305.0,,OPERATIONAL,"clothing_store, establishment, food, point_of_interest, store",24.0,10,8,True
C5nrwVSF4eef4aLqclDQPw,Village Inn,32.2364361,-110.9018128,ChIJQWg3tB5m1oYRR3gGMG8Q2F8,Village Inn,4.4,1910.0,1.0,OPERATIONAL,"bakery, establishment, food, point_of_interest, restaurant, store",112.0,10,3,True
diKcuTF11thKjScDB0AATg,Deb's Coney Café,32.220595,-110.9729611,ChIJgfVRW-Bw1oYRZniJWEGXUrY,Deb's Coney Cafe,5.0,2.0,,CLOSED_PERMANENTLY,"establishment, food, point_of_interest, restaurant",,0,0,False
vteNMbJP2sIIiHoY5f5bbw,Pizza Hut,32.19143,-110.787953,ChIJO1RhZ4Jv1oYRC5fftUcP0bs,Pizza Hut,3.9,652.0,1.0,OPERATIONAL,"establishment, food, meal_delivery, meal_takeaway, point_of_interest, restaurant",93.0,10,9,True
wm23rnUccF_3en3NSN7afw,Cafe Passe,32.226867,-110.96584,ChIJ00V3VRxx1oYRFWh9sXZJIG4,Cafe Passe,4.5,649.0,2.0,OPERATIONAL,"bar, cafe, establishment, food, point_of_interest, restaurant",36.0,10,5,True
qQmIem0AM35BZzv1to9sww,4th Avenue Delicatessen,32.2270826,-110.965733,ChIJA_O-Vhxx1oYRi-PSmOmYHTE,4th Avenue Delicatessen,4.5,303.0,1.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant, store",48.0,10,2,True
Nz5eRRkTK1RGEjUlJojRQQ,El Taco Tote,32.2390688,-110.8574843,ChIJy3CjT6pv1oYReH74ivi6ywU,Tacotote!,4.2,1504.0,2.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant",75.5,10,10,True
I8mJJrbXmuYSDA0-hoy02g,Chick-fil-A,32.2897904,-110.9788081,ChIJ68FbCDBw1oYReQjkqmSYk30,Chick-fil-A,4.4,3311.0,1.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant",95.0,10,5,True
UyLYrVicM8xTF9E8p-YtXw,Luke's Italian Beef,32.2650742,-110.9709551,ChIJOUuNbgNw1oYRiYRhuF7tlj0,Luke's Italian Beef,4.5,1735.0,1.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant",81.0,10,8,True
9-VA_4nL0QfvhO8LMcBIfA,Michoacán Taqueria Raspados,32.2657811,-110.9954778,ChIJnYM7wutv1oYRgNvaXC6yiv0,Delicias de Michoacan Ice Cream Shop,4.8,213.0,1.0,OPERATIONAL,"establishment, food, point_of_interest, store",77.0,10,4,True
7h7LKtSIy6Vac6CmjbK6Pw,Mama Carey's Kitchen & Catering,32.228157,-110.956857,ChIJs1kvQYpv1oYR4oCDQ-90WoE,Mama Louisa's Italian Restaurant & Catering,4.3,2011.0,2.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant, store",62.0,10,9,True
1c93YzZL5pke1sJCFndPGw,Pizzeria Bianco,32.2219926,-110.9674021,ChIJvc2lPuJw1oYRmcpLbZbV7WU,Pizzeria Bianco,3.6,25.0,,CLOSED_PERMANENTLY,"establishment, food, point_of_interest, restaurant",,10,3,True
04UWD_QOyfn-NxcQ04M0-g,Blake's Lotaburger,32.13435,-110.999752,ChIJw8FZg7Zx1oYRjzj_IfCh58w,Blake's Lotaburger,4.0,1858.0,1.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant",104.0,10,4,True
xqZ1uuzDwylGrRX9LiR-ig,Joe's Pancake House,32.1935863,-110.8415021,ChIJJyxnsI9l1oYRp0GfQiA5h-Q,Joe's Pancake House,4.4,1185.0,1.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant",55.0,10,9,True
XYFu64UPMMfoOlGTz3J4fw,Viva Burrito,32.306423,-111.0114147,ChIJL23eTY161oYRme6j5riTUlA,Viva Burrito CO,3.5,803.0,1.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant",0.0,10,9,True
ncacMQ9n_dSM1cR3c1vTQw,Chuy's Mesquite Broiler - Marana,32.328692,-111.046786,ChIJK-vk5yx11oYRwvZlhpBoM24,Chuy's Mesquite Broiler - Marana,4.1,319.0,1.0,CLOSED_PERMANENTLY,"establishment, food, point_of_interest, restaurant",,10,5,True
wpHrK6z6eNwG0k9Ke5q8sQ,Beef Master Meat Market,32.1992885,-110.9769556,ChIJH97dmL9w1oYRKZCVm-WjNDM,Beef Master Meat Market,4.5,187.0,,OPERATIONAL,"establishment, food, point_of_interest, restaurant, store",95.0,10,3,True
vhYqMJa5dxZfDNuRHwVlfA,Teavana,32.2213411,-110.8656379,ChIJw2MK779z1oYR66nwB7Z6BTg,Teavana,4.5,4.0,2.0,CLOSED_TEMPORARILY,"clothing_store, establishment, food, health, point_of_interest, shopping_mall, store",,3,2,True
19lISDIwRE-1SVwFQ7cDXQ,Magpies Gourmet Pizza,32.2358441,-110.8932505,ChIJHSk1WJto1oYRsf3531K4zq4,Magpies Gourmet Pizza,3.9,334.0,2.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant",80.0,10,5,True
An_QUi1YfPUf5kXJEgZMeQ,Subway,32.2358284,-110.8758411777,ChIJs7CSo0Rx1oYREBMmsfezOFs,Plaza Square,4.6,15.0,,OPERATIONAL,"establishment, point_of_interest, shopping_mall",,3,1,True
3pamD1Qj7MXrF6dglK_guQ,Club Congress,32.222337,-110.9668233,ChIJ467vQOJw1oYR_WFXRgNq-98,Hotel Congress,4.5,5206.0,,OPERATIONAL,"bar, establishment, food, lodging, night_club, point_of_interest, restaurant",0.0,10,1,True
Q83JhbXmv7rtAtZs2QZ0sw,Med Cuisine,32.272507,-110.94566,ChIJe2oj7kFz1oYRRiYddGciSHI,Med Cuisine Restaurant & Bar,4.5,591.0,2.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant",69.0,10,6,True
dn7j1FWVxccXsL2lORqlfQ,Tanque Verde Guest Ranch,32.2420514,-110.6840771,ChIJhasuAxto1oYRJAM5-DnWC3M,Tanque Verde Ranch,4.7,1327.0,,OPERATIONAL,"establishment, lodging, point_of_interest, spa",0.0,10,4,True
Tx9kwNLX2lYNqr2weKWEqg,BrushFire BBQ,32.256952,-110.944299,ChIJK3vZhZtx1oYRHP0q2WSxfyo,BrushFire BBQ Co.,4.1,1116.0,2.0,CLOSED_PERMANENTLY,"establishment, food, point_of_interest, restaurant",,10,8,True
Hi4AgS-uR-lEOF4oZl546g,China Pasta House,32.227359,-110.9560773,ChIJh9LUjQFx1oYRt6LXH7c5I9Q,China Pasta House,4.3,432.0,1.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant",75.0,10,8,True
L-wv-QK9VoUZX6zUcJwSSw,First Watch,32.29775,-110.9796853,ChIJs--flgB71oYRWPARDg4vnaQ,First Watch,4.5,1278.0,2.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant",52.5,10,8,True
JhH-J1pdYKJ2rLlP2PxkEQ,Pizza Hut,32.2605402,-110.9441904,ChIJO1RhZ4Jv1oYRC5fftUcP0bs,Pizza Hut,3.9,652.0,1.0,OPERATIONAL,"establishment, food, meal_delivery, meal_takeaway, point_of_interest, restaurant",93.0,10,9,True
ck8x9kfSJ4Okj2fz0_UDlQ,Kyo Sushi,32.1183763,-110.7987595,ChIJ-9crCISN5IkRRv-I9v_I_mQ,Kyo Asian Cuisine,4.8,222.0,2.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant",65.5,10,9,True
plYw0lBpAIBdwqH8FY1H_A,Casa Molina,32.236514,-110.8595295,ChIJoxX-oYRx1oYRS2vLMFCciUw,Casa Molina del Norte,4.2,1287.0,2.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant",66.0,10,8,True
X1oJuhLy8JxzmXkWLCqW6g,Baggin's Gourmet Sandwiches,32.2364125,-110.9312375,ChIJ3eHklbZx1oYRwuz3cFgQJXM,Baggin's Gourmet Sandwiches,4.1,330.0,2.0,OPERATIONAL,"establishment, food, meal_delivery, point_of_interest, restaurant",57.0,10,5,True
7SsVhkUIiDxZSsXR8XiIEQ,Pinnacle Peak,32.2476084831,-110.8531357474,ChIJdecUF_9u1oYRrg8yo2hwDJo,Pinnacle Peak,4.4,3773.0,3.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant",31.0,10,8,True
GNo1zeiPKErB7Ww_j3IlOg,The Tasteful Kitchen,32.2310802862,-110.9715036,,,,,,,,,0,0,False
rvrKePczMK19dVm5WrUkqw,Vistas Bar and Grille,32.219836,-110.830173,ChIJe7EpGUJv1oYRVdPEKcBvkbw,Vistas Bar and Grille Restaurant,4.7,3.0,,CLOSED_PERMANENTLY,"bar, establishment, food, night_club, point_of_interest, restaurant",,1,1,True
bTBRqXfF-A1R-ShOsr7kbg,Monkey Burger,32.2228089,-110.9686431,ChIJAQD0AYNv1oYROl1sMQhVR4s,Monkey Bar,4.4,245.0,2.0,OPERATIONAL,"bar, establishment, point_of_interest",95.0,10,10,True
ITmpZnJ6ltL-5iaRRSYaqw,Circle K,32.2654994,-110.9272392,ChIJK6Ifr-h71oYRTmlW8PDRTK4,Circle K,3.5,62.0,,OPERATIONAL,"convenience_store, establishment, food, point_of_interest, store",0.0,10,3,True
PTnahBSnLT1jeok9tmedHA,Olive Garden Italian Restaurant,32.1625460469,-110.9910399,ChIJSYE9HL9v1oYRhbfRTiFbehU,Olive Garden Italian Restaurant,4.3,4567.0,2.0,OPERATIONAL,"bar, establishment, food, meal_takeaway, point_of_interest, restaurant",79.0,10,10,True
ukQX8e7o-DDRglKdF9fk4g,Starbucks,32.2874016,-110.9657985,ChIJ_R2L-ORx1oYRvEi6AqNIIck,Starbucks,4.3,726.0,2.0,OPERATIONAL,"cafe, establishment, food, point_of_interest, restaurant, store",115.5,10,7,True
AdketR6jJTXBVZf1poPpSg,Ensenada Street Food,32.2023015,-110.95638,ChIJ6f6Lm8Vx1oYRX8hf6ehuUq0,Ensenada Street Food,4.6,345.0,,OPERATIONAL,"establishment, food, point_of_interest, restaurant",26.0,10,7,True
mZUk8GVeFXQA8pBUv8W5gQ,Shane's Rib Shack,32.2905694,-110.972986,ChIJ5TR-Sr5z1oYRYVN8bLZyxFo,Shane's Rib Shack,5.0,1.0,,CLOSED_PERMANENTLY,"establishment, food, point_of_interest, restaurant",,1,1,True
zMBnxBz4txWqKZHsDCXPvw,Church's Chicken,32.2205679,-110.8212754,ChIJpVANIBxw1oYR8UkMKw9ugow,Church's Texas Chicken,3.7,1036.0,1.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant",84.0,10,3,True
Ov-61MSpC7et_KKbsepcyQ,Subway,32.2659165116,-110.9434905341,ChIJs7CSo0Rx1oYREBMmsfezOFs,Plaza Square,4.6,15.0,,OPERATIONAL,"establishment, point_of_interest, shopping_mall",,3,1,True
mJCSttB63SaPVZOW3YWhhw,Dunkin',32.0880514,-110.7745709,ChIJ0y_zXIB51oYRYWXMaL10THQ,Dunkin',3.9,815.0,1.0,OPERATIONAL,"bakery, cafe, establishment, food, meal_takeaway, point_of_interest, restaurant, store",121.0,10,7,True
gWiUCJEcv1lnZtMT_d2p5A,Dunkin',32.2502763,-110.8931279,ChIJ0y_zXIB51oYRYWXMaL10THQ,Dunkin',3.9,815.0,1.0,OPERATIONAL,"bakery, cafe, establishment, food, meal_takeaway, point_of_interest, restaurant, store",121.0,10,7,True
JOeBFyoy9qH8vq6UGTfoew,Subway,32.1186071895,-110.7989540907,ChIJs7CSo0Rx1oYREBMmsfezOFs,Plaza Square,4.6,15.0,,OPERATIONAL,"establishment, point_of_interest, shopping_mall",,3,1,True
KExyi9KTXqQDdzvk-8Dm5g,The Fix,32.2320366,-110.9572299,ChIJozvNwhJz1oYRZXDSsvh6ioA,The Fix Medical,4.8,208.0,,OPERATIONAL,"establishment, health, point_of_interest",26.0,10,3,True
ocjotK9u5F3E4CVXD_iNPw,Salsa Verde Restaurant,32.2234628,-110.8234174,ChIJVVVp5UZv1oYRwY57uc2w0JA,Salsa Verde Restaurant,4.4,1346.0,1.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant",70.5,10,7,True
0luBei3_Iy-_1FpdD5cZuQ,Wendy's,32.2502775,-110.8249236,ChIJV_bodbVv1oYRl0eIFhMsEj0,Wendy's,4.0,1579.0,1.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant",105.0,10,2,True
Qc9r_Vbrx2I4yQmvPIP_0A,Panda House,32.2276543,-110.9541615,ChIJhS7Ol3Jx1oYRIBZMT380hyA,Panda House Restaurant,3.6,61.0,2.0,CLOSED_PERMANENTLY,"establishment, food, point_of_interest, restaurant",,10,6,True
oKLzjvat9FGUGpGleIz7eA,Jack in the Box,32.2053754597,-110.789193213,ChIJx54sBJxw1oYRmdJdd8bJIfs,Jack in the Box,3.7,1226.0,1.0,OPERATIONAL,"establishment, food, meal_delivery, point_of_interest, restaurant",0.0,10,6,True
W7bCZ-AVqO5Uyd9uhObVCg,eHotPot,32.2363019,-110.9674991,ChIJw4PRyJxx1oYR6-lI1MuCHqQ,eHotPot,4.4,327.0,2.0,OPERATIONAL,"establishment, food, meal_takeaway, point_of_interest, restaurant",53.0,10,5,True
WY9oXOsoHwRW_Hmp-5RW0A,Breeze Patio Bar and Grill,32.2361357308,-110.852866038,ChIJkxcSOwdv1oYRIo6q4LdkQWU,Breeze Patio Bar & Grill,3.5,24.0,,CLOSED_PERMANENTLY,"establishment, food, point_of_interest, restaurant",,10,4,True
z0RrXXMvLyncxFmtxegK1Q,Bob Dobbs,32.2281048,-110.935187,ChIJF03I3Uxw1oYRB_SCQYojgXo,Bob Dobb's Bar & Grill,4.2,490.0,1.0,OPERATIONAL,"bar, establishment, food, point_of_interest, restaurant",85.0,10,8,True
CWBDmsVm1pbg7mcSrc4QcA,Filthy Pirate Coffee,32.3246105,-111.0105997,ChIJibAw7t911oYRKRCEe3ZzIHU,Filthy Pirate Coffee,4.8,161.0,,CLOSED_PERMANENTLY,"establishment, food, point_of_interest, store",,10,1,True
UhICqvwGPmfF3gnv8gdk6g,Voyager Bar And Grill,32.0919050596,-110.8370146528,ChIJJae-lSUPZ0gR2hmaYjsts8Q,The Voyager Bar & Restaurant Dublin,4.5,308.0,2.0,OPERATIONAL,"bar, establishment, food, point_of_interest, restaurant",73.25,10,6,True
1zKE9mjLqM1c7G6lxByrMA,Mimi's Cafe,32.2200167,-110.8584119,ChIJNY9y25Rz1oYR9iP9hVBQgQo,Mimi's Cafe,,,2.0,CLOSED_PERMANENTLY,"bakery, bar, cafe, establishment, food, meal_takeaway, point_of_interest, restaurant, store",,10,5,True
1n-ihWVhSzo7JDe9zYMWvg,Marco's Pizza,32.1900668484,-110.8571245302,ChIJDa3IW3hl1oYRCHgEgXk_zRE,Marco's Pizza,4.0,342.0,1.0,OPERATIONAL,"establishment, food, meal_delivery, meal_takeaway, point_of_interest, restaurant",82.5,10,5,True
0f7mlSVIAk25QuEKGmVbPA,Bisbee Breakfast Club,32.3092151,-110.8902896,ChIJX3txPkhw1oYRfU8sOe6IyhQ,Bisbee Breakfast Club,4.4,1039.0,2.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant",56.0,10,9,True
6YfFRlZ2XgYc4tjcG1dGFQ,Hot Fusion,32.2204666009,-110.8416585624,ChIJIf0SKMjh1YYRabc69lbJowM,"HOTWORX - Tucson, AZ - Marana",4.8,93.0,,OPERATIONAL,"establishment, gym, health, point_of_interest",50.0,10,5,True
7if_7p5BRYEyMAV1RjD06w,Cushing Street Bar & Restaurant,32.2167367,-110.9731336,ChIJGxsmSOdw1oYRKWbTmkcglqU,Cushing Street Bar & Restaurant,4.3,91.0,2.0,CLOSED_PERMANENTLY,"bar, establishment, food, point_of_interest, restaurant",,10,6,True
yiy1YcNKagzRmrQp4TKyZQ,La Palma Bakery & Tortilla Factory,32.2725896,-110.9774472,ChIJZdebHedz1oYR27DGliHheTo,La Palma Tortilla Factory,4.3,170.0,1.0,OPERATIONAL,"bakery, establishment, food, point_of_interest, store",72.0,9,8,True
haMWWGHqp7p37Ev-lXr-DQ,eegee's,32.1342604072,-111.0266956955,ChIJ8UCIa7Fx1oYRbwCHdzNExxs,eegee's,4.3,1293.0,1.0,OPERATIONAL,"establishment, food, meal_takeaway, point_of_interest, restaurant",80.5,10,9,True
mwhnPkUD4fsitu8vk3Y6CA,Fuddruckers,32.235562,-110.861643,ChIJ75-Nsa5v1oYRAePizcH1_Zw,Fuddruckers,3.8,174.0,2.0,CLOSED_PERMANENTLY,"establishment, food, point_of_interest, restaurant",,10,9,True
mTnp8g8vFnuJso_NK7sR4A,Bazil's To Go,32.3095558,-110.8909625,ChIJ5eoV3pFt1oYRcfd5is6c01Q,Bazil's,4.3,408.0,,OPERATIONAL,"establishment, food, point_of_interest, restaurant",16.0,10,6,True
gowa-c0fpgvosQnRWF9V3g,Bacio Italiano,32.231892,-110.957306,ChIJB7DRX_dx1oYR5I2C_aJ5Yuk,Bacio Italiano,4.3,403.0,2.0,OPERATIONAL,"establishment, food, point_of_interest, restaurant",77.0,10,10,True
jqVyVd07PJnmOmEb0GOJtg,McDonald's,32.3813864101,-111.0477241543,ChIJi9w4wJRz1oYRe1xOFmkQjPE,McDonald's,3.4,3307.0,1.0,OPERATIONAL,"cafe, establishment, food, point_of_interest, restaurant, store",0.0,10,3,True
hT75tz6JXdh23CB5EWtCmg,Bella D'Auria Restaurant & Bar,32.2214866,-110.8972284,ChIJ-6zNfdlv1oYRXO7Q05vkkm4,Bella D'Auria Restaurant & Bar,3.2,5.0,2.0,CLOSED_PERMANENTLY,"bar, cafe, establishment, food, point_of_interest, store",,0,0,False
